speaker_id audio_path attack_type
1060 a02/id1060/29.wav a02
1060 a02/id1060/46.wav a02
1060 a02/id1060/22.wav a02
1060 a02/id1060/30.wav a02
1060 a02/id1060/34.wav a02
1060 a02/id1060/7.wav a02
1060 a02/id1060/48.wav a02
1060 a02/id1060/31.wav a02
1060 a02/id1060/10.wav a02
1060 a02/id1060/5.wav a02
1060 a02/id1060/32.wav a02
1060 a02/id1060/36.wav a02
1060 a02/id1060/21.wav a02
1060 a02/id1060/47.wav a02
1060 a02/id1060/25.wav a02
1060 a02/id1060/24.wav a02
1060 a02/id1060/13.wav a02
1060 a02/id1060/37.wav a02
1060 a02/id1060/2.wav a02
1060 a02/id1060/42.wav a02
1060 a02/id1060/20.wav a02
1060 a02/id1060/9.wav a02
1060 a02/id1060/41.wav a02
1060 a02/id1060/26.wav a02
1060 a02/id1060/49.wav a02
1060 a02/id1060/8.wav a02
1060 a02/id1060/43.wav a02
1060 a02/id1060/28.wav a02
1060 a02/id1060/3.wav a02
1060 a02/id1060/35.wav a02
1060 a02/id1060/40.wav a02
1060 a02/id1060/50.wav a02
1060 a02/id1060/27.wav a02
1060 a02/id1060/14.wav a02
1060 a02/id1060/23.wav a02
1060 a02/id1060/39.wav a02
1060 a02/id1060/6.wav a02
1060 a02/id1060/12.wav a02
1060 a02/id1060/1.wav a02
1060 a02/id1060/19.wav a02
1060 a02/id1060/33.wav a02
1060 a02/id1060/44.wav a02
1060 a02/id1060/16.wav a02
1060 a02/id1060/4.wav a02
1060 a02/id1060/38.wav a02
1060 a02/id1060/45.wav a02
1060 a02/id1060/17.wav a02
1060 a02/id1060/18.wav a02
1060 a02/id1060/11.wav a02
1060 a02/id1060/15.wav a02
1091 a02/id1091/29.wav a02
1091 a02/id1091/46.wav a02
1091 a02/id1091/22.wav a02
1091 a02/id1091/30.wav a02
1091 a02/id1091/34.wav a02
1091 a02/id1091/7.wav a02
1091 a02/id1091/48.wav a02
1091 a02/id1091/31.wav a02
1091 a02/id1091/10.wav a02
1091 a02/id1091/5.wav a02
1091 a02/id1091/32.wav a02
1091 a02/id1091/36.wav a02
1091 a02/id1091/21.wav a02
1091 a02/id1091/47.wav a02
1091 a02/id1091/25.wav a02
1091 a02/id1091/24.wav a02
1091 a02/id1091/13.wav a02
1091 a02/id1091/37.wav a02
1091 a02/id1091/2.wav a02
1091 a02/id1091/42.wav a02
1091 a02/id1091/20.wav a02
1091 a02/id1091/9.wav a02
1091 a02/id1091/41.wav a02
1091 a02/id1091/26.wav a02
1091 a02/id1091/49.wav a02
1091 a02/id1091/8.wav a02
1091 a02/id1091/43.wav a02
1091 a02/id1091/28.wav a02
1091 a02/id1091/3.wav a02
1091 a02/id1091/35.wav a02
1091 a02/id1091/40.wav a02
1091 a02/id1091/50.wav a02
1091 a02/id1091/27.wav a02
1091 a02/id1091/14.wav a02
1091 a02/id1091/23.wav a02
1091 a02/id1091/39.wav a02
1091 a02/id1091/6.wav a02
1091 a02/id1091/12.wav a02
1091 a02/id1091/1.wav a02
1091 a02/id1091/19.wav a02
1091 a02/id1091/33.wav a02
1091 a02/id1091/44.wav a02
1091 a02/id1091/16.wav a02
1091 a02/id1091/4.wav a02
1091 a02/id1091/38.wav a02
1091 a02/id1091/45.wav a02
1091 a02/id1091/17.wav a02
1091 a02/id1091/18.wav a02
1091 a02/id1091/11.wav a02
1091 a02/id1091/15.wav a02
1127 a02/id1127/29.wav a02
1127 a02/id1127/46.wav a02
1127 a02/id1127/22.wav a02
1127 a02/id1127/30.wav a02
1127 a02/id1127/34.wav a02
1127 a02/id1127/7.wav a02
1127 a02/id1127/48.wav a02
1127 a02/id1127/31.wav a02
1127 a02/id1127/10.wav a02
1127 a02/id1127/5.wav a02
1127 a02/id1127/32.wav a02
1127 a02/id1127/36.wav a02
1127 a02/id1127/21.wav a02
1127 a02/id1127/47.wav a02
1127 a02/id1127/25.wav a02
1127 a02/id1127/24.wav a02
1127 a02/id1127/13.wav a02
1127 a02/id1127/37.wav a02
1127 a02/id1127/2.wav a02
1127 a02/id1127/42.wav a02
1127 a02/id1127/20.wav a02
1127 a02/id1127/9.wav a02
1127 a02/id1127/41.wav a02
1127 a02/id1127/26.wav a02
1127 a02/id1127/49.wav a02
1127 a02/id1127/8.wav a02
1127 a02/id1127/43.wav a02
1127 a02/id1127/28.wav a02
1127 a02/id1127/3.wav a02
1127 a02/id1127/35.wav a02
1127 a02/id1127/40.wav a02
1127 a02/id1127/50.wav a02
1127 a02/id1127/27.wav a02
1127 a02/id1127/14.wav a02
1127 a02/id1127/23.wav a02
1127 a02/id1127/39.wav a02
1127 a02/id1127/6.wav a02
1127 a02/id1127/12.wav a02
1127 a02/id1127/1.wav a02
1127 a02/id1127/19.wav a02
1127 a02/id1127/33.wav a02
1127 a02/id1127/44.wav a02
1127 a02/id1127/16.wav a02
1127 a02/id1127/4.wav a02
1127 a02/id1127/38.wav a02
1127 a02/id1127/45.wav a02
1127 a02/id1127/17.wav a02
1127 a02/id1127/18.wav a02
1127 a02/id1127/11.wav a02
1127 a02/id1127/15.wav a02
1261 a02/id1261/29.wav a02
1261 a02/id1261/46.wav a02
1261 a02/id1261/22.wav a02
1261 a02/id1261/30.wav a02
1261 a02/id1261/34.wav a02
1261 a02/id1261/7.wav a02
1261 a02/id1261/48.wav a02
1261 a02/id1261/31.wav a02
1261 a02/id1261/10.wav a02
1261 a02/id1261/5.wav a02
1261 a02/id1261/32.wav a02
1261 a02/id1261/36.wav a02
1261 a02/id1261/21.wav a02
1261 a02/id1261/47.wav a02
1261 a02/id1261/25.wav a02
1261 a02/id1261/24.wav a02
1261 a02/id1261/13.wav a02
1261 a02/id1261/37.wav a02
1261 a02/id1261/2.wav a02
1261 a02/id1261/42.wav a02
1261 a02/id1261/20.wav a02
1261 a02/id1261/9.wav a02
1261 a02/id1261/41.wav a02
1261 a02/id1261/26.wav a02
1261 a02/id1261/49.wav a02
1261 a02/id1261/8.wav a02
1261 a02/id1261/43.wav a02
1261 a02/id1261/28.wav a02
1261 a02/id1261/3.wav a02
1261 a02/id1261/35.wav a02
1261 a02/id1261/40.wav a02
1261 a02/id1261/50.wav a02
1261 a02/id1261/27.wav a02
1261 a02/id1261/14.wav a02
1261 a02/id1261/23.wav a02
1261 a02/id1261/39.wav a02
1261 a02/id1261/6.wav a02
1261 a02/id1261/12.wav a02
1261 a02/id1261/1.wav a02
1261 a02/id1261/19.wav a02
1261 a02/id1261/33.wav a02
1261 a02/id1261/44.wav a02
1261 a02/id1261/16.wav a02
1261 a02/id1261/4.wav a02
1261 a02/id1261/38.wav a02
1261 a02/id1261/45.wav a02
1261 a02/id1261/17.wav a02
1261 a02/id1261/18.wav a02
1261 a02/id1261/11.wav a02
1261 a02/id1261/15.wav a02
130 a02/id130/29.wav a02
130 a02/id130/46.wav a02
130 a02/id130/22.wav a02
130 a02/id130/30.wav a02
130 a02/id130/34.wav a02
130 a02/id130/7.wav a02
130 a02/id130/48.wav a02
130 a02/id130/31.wav a02
130 a02/id130/10.wav a02
130 a02/id130/5.wav a02
130 a02/id130/32.wav a02
130 a02/id130/36.wav a02
130 a02/id130/21.wav a02
130 a02/id130/47.wav a02
130 a02/id130/25.wav a02
130 a02/id130/24.wav a02
130 a02/id130/13.wav a02
130 a02/id130/37.wav a02
130 a02/id130/2.wav a02
130 a02/id130/42.wav a02
130 a02/id130/20.wav a02
130 a02/id130/9.wav a02
130 a02/id130/41.wav a02
130 a02/id130/26.wav a02
